# t_ms,yaw_deg,pitch_deg,roll_deg,range_mm,ok
26140,-30.21,12.48,-0.54,729,1
26160,-29.82,13.09,-0.56,729,1
26180,-29.43,13.69,-0.60,741,1
26200,-29.05,14.28,0.86,732,1
26220,-28.66,14.87,0.86,713,1
26240,-28.27,15.44,-1.02,716,1
26260,-27.88,16.01,0.40,736,1
26280,-27.49,16.56,-1.45,727,1
26300,-27.10,17.11,-0.18,731,1
26320,-26.71,17.64,-0.17,730,1
26340,-26.32,18.17,-0.33,716,1
26360,-25.93,18.68,0.89,759,1
26380,-25.54,19.18,-0.41,736,1
26400,-25.15,19.68,0.61,747,1
26420,-24.75,20.16,-0.67,753,1
26440,-24.36,20.62,0.08,749,1
26460,-23.97,21.08,0.69,766,1
26480,-23.57,21.52,0.70,758,1
26500,-23.18,21.95,0.89,750,1
26520,-22.78,22.37,0.23,752,1
26540,-22.39,22.77,-0.53,769,1
26560,-21.99,23.16,-1.01,753,1
26580,-21.59,23.54,-0.03,765,1
26600,-21.19,23.90,0.29,761,1
26620,-20.80,24.25,-0.01,743,1
26640,-20.40,24.59,-0.15,770,1
26660,-20.00,24.91,1.01,780,1
26680,-19.60,25.21,-0.54,768,1
26700,-19.20,25.50,0.05,768,1
26720,-18.80,25.77,-0.50,784,1
26740,-18.40,26.03,-0.59,790,1
26760,-18.00,26.28,0.25,790,1
26780,-17.60,26.51,1.24,787,1
26800,-17.20,26.72,-0.10,780,1
26820,-16.80,26.91,0.50,790,1
26840,-16.39,27.09,0.16,770,1
26860,-15.99,27.26,0.36,778,1
26880,-15.59,27.41,0.03,804,1
26900,-15.19,27.54,0.11,788,1
26920,-14.78,27.65,0.44,756,1
26940,-14.38,27.75,0.09,797,1
26960,-13.98,27.83,-0.42,787,1
26980,-13.57,27.90,0.70,790,1
27000,-13.17,27.95,0.78,791,1
27020,-12.76,27.98,-0.26,763,1
27040,-12.36,28.00,-0.01,795,1
27060,-11.95,28.00,-0.38,773,1
27080,-11.55,27.98,-0.74,807,1
27100,-11.14,27.95,-0.63,780,1
27120,-10.73,27.90,0.37,785,1
27140,-10.33,27.83,-1.17,798,1
27160,-9.92,27.74,-0.34,1737,1
27180,-9.51,27.64,0.96,1710,1
27200,-9.11,27.53,-0.71,1712,1
27220,-8.70,27.39,-0.42,1701,1
27240,-8.29,27.24,-0.19,1693,1
27260,-7.89,27.08,0.20,1710,1
27280,-7.48,26.90,1.61,1680,1
27300,-7.07,26.70,0.07,1680,1
27320,-6.66,26.49,0.44,1687,1
27340,-6.25,26.26,0.26,1678,1
27360,-5.85,26.01,0.06,1702,1
27380,-5.44,25.75,0.19,1660,1
27400,-5.03,25.48,-0.21,1658,1
27420,-4.62,25.18,0.19,1665,1
27440,-4.21,24.88,0.49,1654,1
27460,-3.80,24.56,-0.75,1650,1
27480,-3.39,24.22,-0.21,1657,1
27500,-2.99,23.87,-0.38,1656,1
27520,-2.58,23.51,0.18,1644,1
27540,-2.17,23.13,-0.86,1601,1
27560,-1.76,22.74,0.81,1614,1
27580,-1.35,22.33,0.53,1600,1
27600,-0.94,21.92,0.29,1629,1
27620,-0.53,21.48,-0.29,1619,1
27640,-0.12,21.04,0.13,1607,1
27660,0.29,20.58,0.41,1607,1
27680,0.70,20.11,-0.40,1595,1
27700,1.10,19.63,0.24,1586,1
27720,1.51,19.14,-0.72,1569,1
27740,1.92,18.64,-0.32,1579,1
27760,2.33,18.12,-1.53,1576,1
27780,2.74,17.59,-0.14,1571,1
27800,3.15,17.06,-1.14,1580,1
27820,3.56,16.51,0.27,1564,1
27840,3.97,15.96,0.69,1569,1
27860,4.38,15.39,-0.60,1572,1
27880,4.78,14.81,-0.19,1564,1
27900,5.19,14.23,0.88,1544,1
27920,5.60,13.64,-0.49,1543,1
27940,6.01,13.04,-0.49,1543,1
27960,6.42,12.43,0.22,1557,1
27980,6.82,11.81,0.24,1559,1
